Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Willows Building B,12277 134th Court Northeast,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7096188,-122.1623907,2024-03-06,201439,2024-03-06 00:11:59 UTC,,,,2021-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"FRED MEYER 608 (Ballard, WA)",915 NW 45th Street,,Seattle,WA,98107,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,47.6594,-122.36947,2024-03-06,201474,2024-03-06 01:50:11 UTC,,,,2021-11-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PSEJATC,550 SW 7th St,,Renton,WA,98057,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.474171,-122.224102,2024-03-06,201477,2024-03-06 00:08:24 UTC,,,,2021-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,1616 EASTLAKE ARE 1616 #1,1616 Eastlake Ave E,,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.634438,-122.324583,2024-03-06,201481,2024-03-06 00:16:32 UTC,,,,2021-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Covington Public,18631 SE 300th Pl,,Covington,WA,98042,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.331977,-122.093326,2024-03-06,201538,2024-03-06 01:46:02 UTC,,,,2021-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Kroger QFC 126 (Lacey, WA)",4775 Whitman Lane SE,,Lacey,WA,98512,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,46.99476,-122.82386,2024-03-06,201629,2024-03-06 01:48:59 UTC,,,,2021-11-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tower 333,333 108th Avenue Northeast,,Bellevue,WA,98004,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6133892,-122.1970996,2024-03-06,201639,2024-03-06 00:11:59 UTC,,,,2021-11-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00-$5.00/Hr Variable Parking Fee, $0.12/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false
ELEC,Belfair Log Plaza,23730 WA-3,,Belfair,WA,98528,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.451373,-122.826865,2024-03-06,201852,2024-03-06 00:11:31 UTC,,,,2021-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Salish Lodge & Spa Valet Parking,6501 Railroad Avenue SE,,Fall City,WA,98024,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.542153,-121.836634,2024-03-06,201876,2024-03-06 00:11:32 UTC,,,,2021-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Bellis Fair,1 Bellis Fair Pkwy,,Bellingham,WA,98226,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,10,,,Volta,https://voltacharging.com/,GPS,48.78505083,-122.488855883,2024-03-06,201933,2024-03-06 01:57:58 UTC,,,,2021-11-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,SIA W GARAGE F.1 #4,9000 W Airport Dr.,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.62497,-117.539743,2024-03-06,201991,2024-03-06 01:12:20 UTC,,,,2021-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SIA W GARAGE F.1 #7,9000 W Airport Dr.,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625057,-117.53991,2024-03-06,201992,2024-03-06 01:12:20 UTC,,,,2021-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Community Food CoOp,315 Weterly Rd,,Bellingham,WA,98226,,855-900-7584,E,,Public,24 hours daily,,,,,,2,2,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,48.791491,-122.492374,2024-03-06,202101,2024-03-06 01:46:09 UTC,,,,2021-12-07,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Sunnyside High School,1831 East Edison Avenue,,Sunnyside,WA,98944,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,46.323285894252,-119.99395804467,2024-03-06,202167,2024-03-06 00:11:06 UTC,,,,2021-03-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,SIA W GARAGE F.1 #5,9000 W Airport Dr.,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.624986,-117.539808,2024-03-06,202322,2024-03-06 01:12:19 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SIA W GARAGE F.1 #3,9000 W Airport Dr.,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625019,-117.539665,2024-03-06,202323,2024-03-06 01:12:19 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SIA W GARAGE F.1 #2,9000 W Airport Dr.,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625059,-117.539598,2024-03-06,202324,2024-03-06 01:12:20 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SIA W GARAGE F.1 #6,9000 W Airport Dr.,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625024,-117.539864,2024-03-06,202325,2024-03-06 01:12:20 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Arbors at Edgewood,10304 20th St. East,,Edgewood,WA,98371,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,47.238487,-122.294677,2024-03-06,202346,2024-03-06 01:46:10 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ILANI STATION 2,1 Cowlitz Way,,Ridgefield,WA,98642,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.852238,-122.708784,2024-03-06,202468,2024-03-06 01:11:47 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ILANI STATION 3,1 Cowlitz Way,,Ridgefield,WA,98642,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.852356,-122.708312,2024-03-06,202469,2024-03-06 01:11:48 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ILANI COWLITZ 1,1 Cowlitz Way,,Ridgefield,WA,98642,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.852508,-122.708365,2024-03-06,202470,2024-03-06 01:11:48 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KRC SKYLINE STATION #4,10900 NE 4th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.613972,-122.194125,2024-03-06,202475,2024-03-06 01:12:18 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KRC SKYLINE STATION #5,10900 NE 4th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.613973,-122.194071,2024-03-06,202476,2024-03-06 01:12:18 UTC,,,,2021-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOUNTLAKE EVCS STATION1,23204 58th Ave W,,Mountlake Terrace,WA,98043,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.787897,-122.311661,2024-03-06,202519,2024-03-06 01:06:54 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOUNTLAKE EVCS STATION2,23204 58th Ave W,,Mountlake Terrace,WA,98043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.787867,-122.31192,2024-03-06,202520,2024-03-06 01:06:54 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TACOMA PARKS STAR CENTER #1,3873 S 66th St,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.198314,-122.489257,2024-03-06,202685,2024-03-06 01:12:09 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TACOMA PARKS LES DAVIS #2,3427 Ruston Way,,Tacoma,WA,98407,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.282993,-122.48233,2024-03-06,202698,2024-03-06 01:12:51 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EASTGATE 15325 DUAL,15325 SE 30th Pl,,Bellevue,WA,98007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.584289,-122.136777,2024-03-06,202946,2024-03-06 00:47:33 UTC,,,,2021-12-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Bonney Lake Village Center,21301 Hwy 410,,Bonney Lake,WA,98391,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.166509,-122.145315,2024-03-06,203044,2024-03-06 01:57:55 UTC,,,,2021-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Safeway 152 Roosevelt Ave E,152 Roosevelt Ave E,,Enumclaw,WA,98022,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.19854,-121.979695,2024-03-06,203045,2024-03-06 01:57:01 UTC,,,,2021-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,4th & Madison,925 4th Avenue,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.605192,-122.33285,2024-03-06,203325,2024-03-06 00:08:30 UTC,,,,2021-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,BUTLER GARAGE BUTLER EV #1,611 2nd Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.602544,-122.33301,2024-03-06,204254,2024-03-06 01:12:42 UTC,,,,2022-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BUTLER GARAGE BUTLER EV #2,611 2nd Ave,,Seattle,WA,98104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.602553,-122.332883,2024-03-06,204255,2024-03-06 01:12:42 UTC,,,,2022-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CPU DC STATION 1,850 Officers Row,,Vancouver,WA,98661,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.629395,-122.663203,2024-03-06,204258,2024-03-06 01:13:06 UTC,,,,2022-01-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CPU DC STATION 2,850 Officers Row,,Vancouver,WA,98661,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.629428,-122.663273,2024-03-06,204259,2024-03-06 01:13:06 UTC,,,,2022-01-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Ginkgo Petrified Forest - Trees of Stone Trailhead,Vantage Hwy,"Parking lot for Ginkgo Petrified Forest Interpretive Trails, about 2.5 miles northwest of I-90, exit 136.",Ellensburg,WA,98926,,360-902-8844,E,,Public,24 hours daily; Discover Pass required,,,,,,2,,,Non-Networked,,200-6,46.97901,-120.25756,2022-12-13,204476,2023-05-26 13:34:09 UTC,P,,,2021-10-27,,,,,J1772,US,,,,Public,,public,,,STATE_GOV,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,Mount Rainier National Park,,,MD,false
ELEC,FAST FUEL 2 STATION 1,501 Lilly Rd SE,,Olympia,WA,98501,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.04451,-122.8451,2024-03-06,204497,2024-03-06 01:12:10 UTC,,,,2022-01-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HOMEWOOD SUITES HOMEWOOD #1,1484 Hyla Ave NW,,Issaquah,WA,98027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.547088,-122.065336,2024-03-06,204538,2024-03-06 00:18:32 UTC,,,,2022-01-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FAST FUEL 2 STATION 2,501 Lilly Rd SE,,Olympia,WA,98501,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.044497,-122.845142,2024-03-06,204664,2024-03-06 01:12:15 UTC,,,,2022-01-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Albertsons 3925 236Th Ave NE Redmond WA,3925 236Th Ave NE,,Redmond,WA,98053,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.645190854,-122.025976837,2024-03-06,204826,2024-03-06 01:57:52 UTC,,,,2022-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,"The Point Casino Hotel, Kingston WA",7989 NE Salish Ln,,Kingston,WA,98346,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,47.8444,-122.54224225,2024-03-06,204827,2024-03-06 01:58:09 UTC,,,,2022-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Safeway 1401 N.e. Mcwilliams,1401 N.E. Mcwilliams,,Bremerton,WA,98311,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.6207775,-122.630222,2024-03-06,204828,2024-03-06 01:57:49 UTC,,,,2022-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,The Wayne Apartments,13850 Southeast 180th Street,,Renton,WA,98058,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.4418203,-122.1554235,2024-03-06,204980,2024-03-06 00:11:13 UTC,,,,2021-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.20/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Safeway 19651 Hwy 2,19651 U.S. 2,,Monroe,WA,98272,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.859687,-121.967706,2024-03-06,205157,2024-03-06 01:57:50 UTC,,,,2022-01-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Summit Country Center,11012 Canyon Road East,,Puyallup,WA,98373,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,47.1558165,-122.358682,2024-03-06,205158,2024-03-06 01:56:31 UTC,,,,2022-01-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,TACOMA PARKS LES DAVIS #1,3427 Ruston Way,,Tacoma,WA,98402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.282974,-122.48227,2024-03-06,205263,2024-03-06 01:13:38 UTC,,,,2022-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,City of Seattle 1010 8th Ave,1010 8th Ave South,,Seattle,WA,98134,,855-885-9571,E,,Public,,,,,,,2,,,OpConnect,http://www.opconnect.com/,GPS,47.593975,-122.324221,2024-03-06,205286,2024-03-06 01:52:05 UTC,,,,2022-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR1,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618226,-122.333907,2024-03-06,205326,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR2,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61823,-122.33392,2024-03-06,205327,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR3,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618233,-122.33391,2024-03-06,205328,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR4,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618223,-122.334017,2024-03-06,205329,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR5,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618246,-122.333948,2024-03-06,205330,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR6,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618237,-122.33389,2024-03-06,205331,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR7,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.618244,-122.33387,2024-03-06,205332,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,REN DENNY CTR8,2014 Fairview Ave,,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61824,-122.333855,2024-03-06,205333,2024-03-06 01:13:57 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Volkswagen of Kirkland,12612 NE 124th St,,Kirkland,WA,98034,,425-898-2500,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,2,,Non-Networked,,GPS,47.7108371216806,-122.17214269969,2022-02-10,205536,2022-02-10 19:42:29 UTC,P,,,2022-01-24,,,,,J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,"7082 - Woodland, WA (1920 Schurman Way)",1920 Schurman Way,,Woodland,WA,98674,,866-816-7584,E,,Public,,,,,,,,2,,BP_PULSE,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,GPS,45.92581,-122.758458,2024-03-06,205570,2024-03-06 02:10:59 UTC,,,,2022-01-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Little Prairie Center,4700 SE Yelm Highway,,Lacey,WA,98503,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,46.997451997,-122.822238546,2024-03-06,205814,2024-03-06 01:56:55 UTC,,,,2022-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Richland,2700 Duportail St.,,Richland,WA,99352,,855-900-7584,E,,Public,24 hours daily,,,,,,1,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,46.26024,-119.309695,2024-03-06,206001,2024-03-06 01:45:30 UTC,,,,2022-02-08,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,525 NORTHGATE RETAIL #2,525 NE Northgate Way,,Seattle,WA,98125,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.707867,-122.321702,2024-03-06,206353,2024-03-06 00:14:31 UTC,,,,2022-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
