state,county,fips_state,fips_county,year,renting_hh,filings_observed,ind_filings_court_issued_lt,hh_threat_observed
Missouri,Stoddard County,29,29207,2007,3483,69,0,69
Missouri,Stoddard County,29,29207,2008,3505,62,0,61
Missouri,Stoddard County,29,29207,2009,3526,64,0,64
Missouri,Stoddard County,29,29207,2010,3548,86,0,84
Missouri,Stoddard County,29,29207,2011,3593,101,0,
Missouri,Stoddard County,29,29207,2012,3637,97,0,
Missouri,Stoddard County,29,29207,2013,3682,96,0,
Missouri,Stoddard County,29,29207,2014,3727,108,0,
Missouri,Stoddard County,29,29207,2015,3771,107,0,
Missouri,Stoddard County,29,29207,2016,3816,109,0,107
Missouri,Stoddard County,29,29207,2017,3861,136,0,132
Missouri,Stone County,29,29209,2003,2361,56,0,56
Missouri,Stone County,29,29209,2004,2405,53,0,
Missouri,Stone County,29,29209,2005,2450,89,0,
Missouri,Stone County,29,29209,2006,2495,92,0,87
Missouri,Stone County,29,29209,2007,2539,74,0,74
Missouri,Stone County,29,29209,2008,2584,97,0,94
Missouri,Stone County,29,29209,2009,2628,119,0,118
Missouri,Stone County,29,29209,2010,2673,119,0,111
Missouri,Stone County,29,29209,2011,2688,124,0,
Missouri,Stone County,29,29209,2012,2702,94,0,
Missouri,Stone County,29,29209,2013,2717,80,0,
Missouri,Stone County,29,29209,2014,2732,98,0,
Missouri,Stone County,29,29209,2015,2746,77,0,
Missouri,Stone County,29,29209,2016,2761,96,0,91
Missouri,Stone County,29,29209,2017,2776,91,0,88
Missouri,Sullivan County,29,29211,2003,824,3,0,3
Missouri,Sullivan County,29,29211,2004,821,8,0,7
Missouri,Sullivan County,29,29211,2005,818,5,0,
Missouri,Sullivan County,29,29211,2006,814,9,0,
Missouri,Sullivan County,29,29211,2007,811,5,0,
Missouri,Sullivan County,29,29211,2008,808,5,0,5
Missouri,Sullivan County,29,29211,2009,804,2,0,2
Missouri,Sullivan County,29,29211,2010,801,9,0,8
Missouri,Sullivan County,29,29211,2011,805,9,0,
Missouri,Sullivan County,29,29211,2012,809,5,0,
Missouri,Sullivan County,29,29211,2013,813,3,0,
Missouri,Sullivan County,29,29211,2014,817,4,0,
Missouri,Sullivan County,29,29211,2015,821,10,0,
Missouri,Sullivan County,29,29211,2016,825,1,0,
Missouri,Sullivan County,29,29211,2017,829,9,0,
Missouri,Taney County,29,29213,2003,5766,241,0,
Missouri,Taney County,29,29213,2004,6013,214,0,207
Missouri,Taney County,29,29213,2005,6260,256,0,251
Missouri,Taney County,29,29213,2006,6507,270,0,269
Missouri,Taney County,29,29213,2007,6754,328,0,324
Missouri,Taney County,29,29213,2008,7002,376,0,367
Missouri,Taney County,29,29213,2009,7249,325,0,312
Missouri,Taney County,29,29213,2010,7496,351,0,347
Missouri,Taney County,29,29213,2011,7613,349,0,
Missouri,Taney County,29,29213,2012,7730,369,0,
Missouri,Taney County,29,29213,2013,7847,331,0,
Missouri,Taney County,29,29213,2014,7964,347,0,
Missouri,Taney County,29,29213,2015,8081,360,0,
Missouri,Taney County,29,29213,2016,8198,386,0,
Missouri,Taney County,29,29213,2017,8315,332,0,
Missouri,Texas County,29,29215,2004,2316,20,0,
Missouri,Texas County,29,29215,2005,2346,17,0,
Missouri,Texas County,29,29215,2006,2376,12,0,
Missouri,Texas County,29,29215,2007,2406,21,0,21
Missouri,Texas County,29,29215,2008,2435,13,0,
Missouri,Texas County,29,29215,2009,2465,22,0,22
Missouri,Texas County,29,29215,2010,2495,20,0,
Missouri,Texas County,29,29215,2011,2519,17,0,
Missouri,Texas County,29,29215,2012,2543,10,0,
Missouri,Texas County,29,29215,2013,2567,29,0,
Missouri,Texas County,29,29215,2014,2591,20,0,
Missouri,Texas County,29,29215,2015,2615,26,0,
Missouri,Texas County,29,29215,2016,2639,20,0,20
Missouri,Texas County,29,29215,2017,2663,24,0,24
Missouri,Vernon County,29,29217,2003,2298,23,0,23
Missouri,Vernon County,29,29217,2004,2325,24,0,24
Missouri,Vernon County,29,29217,2005,2353,30,0,30
Missouri,Vernon County,29,29217,2006,2380,29,0,29
Missouri,Vernon County,29,29217,2007,2407,52,0,51
Missouri,Vernon County,29,29217,2008,2434,34,0,32
Missouri,Vernon County,29,29217,2009,2462,38,0,
Missouri,Vernon County,29,29217,2010,2489,42,0,
Missouri,Vernon County,29,29217,2011,2512,38,0,
Missouri,Vernon County,29,29217,2012,2535,47,0,
Missouri,Vernon County,29,29217,2013,2559,33,0,
Missouri,Vernon County,29,29217,2014,2582,37,0,
Missouri,Vernon County,29,29217,2015,2605,40,0,
Missouri,Vernon County,29,29217,2016,2628,59,0,
Missouri,Vernon County,29,29217,2017,2651,44,0,
Missouri,Warren County,29,29219,2003,1846,71,0,68
Missouri,Warren County,29,29219,2004,1943,115,0,114
Missouri,Warren County,29,29219,2005,2040,88,0,86
Missouri,Warren County,29,29219,2006,2137,107,0,103
Missouri,Warren County,29,29219,2007,2234,116,0,115
Missouri,Warren County,29,29219,2008,2331,80,0,77
Missouri,Warren County,29,29219,2009,2428,75,0,72
Missouri,Warren County,29,29219,2010,2525,111,0,
Missouri,Warren County,29,29219,2011,2573,123,0,
Missouri,Warren County,29,29219,2012,2621,130,0,
Missouri,Warren County,29,29219,2013,2669,119,0,
Missouri,Warren County,29,29219,2014,2717,110,0,
Missouri,Warren County,29,29219,2015,2765,112,0,
Missouri,Warren County,29,29219,2016,2813,134,0,134
Missouri,Warren County,29,29219,2017,2861,116,0,113
Missouri,Washington County,29,29221,2003,1795,46,0,45
Missouri,Washington County,29,29221,2004,1832,37,0,37
Missouri,Washington County,29,29221,2005,1870,45,0,43
Missouri,Washington County,29,29221,2006,1907,70,0,
Missouri,Washington County,29,29221,2007,1944,37,0,
Missouri,Washington County,29,29221,2008,1981,34,0,33
Missouri,Washington County,29,29221,2009,2018,52,0,52
Missouri,Washington County,29,29221,2010,2055,36,0,36
Missouri,Washington County,29,29221,2011,2088,44,0,
Missouri,Washington County,29,29221,2012,2121,47,0,
Missouri,Washington County,29,29221,2013,2154,48,0,
Missouri,Washington County,29,29221,2014,2187,48,0,
Missouri,Washington County,29,29221,2015,2220,41,0,
Missouri,Washington County,29,29221,2016,2253,52,0,
Missouri,Washington County,29,29221,2017,2286,59,0,
Missouri,Wayne County,29,29223,2003,1235,5,0,
Missouri,Wayne County,29,29223,2004,1243,11,0,11
Missouri,Wayne County,29,29223,2005,1251,12,0,11
Missouri,Wayne County,29,29223,2006,1259,15,0,
Missouri,Wayne County,29,29223,2007,1267,11,0,
Missouri,Wayne County,29,29223,2008,1276,17,0,17
Missouri,Wayne County,29,29223,2009,1284,11,0,11
Missouri,Wayne County,29,29223,2010,1292,6,0,
Missouri,Wayne County,29,29223,2011,1315,16,0,
Missouri,Wayne County,29,29223,2012,1338,10,0,
Missouri,Wayne County,29,29223,2013,1361,13,0,
Missouri,Wayne County,29,29223,2014,1384,9,0,
Missouri,Wayne County,29,29223,2015,1407,11,0,
Missouri,Wayne County,29,29223,2016,1430,17,0,
Missouri,Wayne County,29,29223,2017,1453,16,0,
Missouri,Webster County,29,29225,2005,2806,76,0,76
Missouri,Webster County,29,29225,2006,2878,89,0,87
Missouri,Webster County,29,29225,2007,2951,118,0,117
Missouri,Webster County,29,29225,2008,3023,103,0,98
Missouri,Webster County,29,29225,2009,3096,98,0,93
Missouri,Webster County,29,29225,2010,3168,114,0,110
Missouri,Webster County,29,29225,2011,3209,123,0,
Missouri,Webster County,29,29225,2012,3251,122,0,
Missouri,Webster County,29,29225,2013,3292,107,0,
Missouri,Webster County,29,29225,2014,3333,90,0,
Missouri,Webster County,29,29225,2015,3375,99,0,
Missouri,Webster County,29,29225,2016,3416,94,0,
Missouri,Webster County,29,29225,2017,3457,128,0,
Missouri,Worth County,29,29227,2003,229,0,0,0
Missouri,Worth County,29,29227,2004,227,0,0,0
Missouri,Worth County,29,29227,2005,225,3,0,
Missouri,Worth County,29,29227,2006,222,0,0,0
Missouri,Worth County,29,29227,2007,220,3,0,
Missouri,Worth County,29,29227,2008,218,0,0,0
Missouri,Worth County,29,29227,2009,215,3,0,
Missouri,Worth County,29,29227,2010,213,0,0,0
Missouri,Worth County,29,29227,2011,215,0,0,0
Missouri,Worth County,29,29227,2012,217,0,0,0
Missouri,Worth County,29,29227,2013,220,0,0,0
Missouri,Worth County,29,29227,2014,222,0,0,0
Missouri,Worth County,29,29227,2015,224,1,0,
Missouri,Worth County,29,29227,2016,226,1,0,1
Missouri,Worth County,29,29227,2017,228,0,0,0
Missouri,Wright County,29,29229,2003,1989,18,0,18
Missouri,Wright County,29,29229,2004,2018,26,0,26
Missouri,Wright County,29,29229,2005,2047,29,0,
Missouri,Wright County,29,29229,2006,2075,29,0,
Missouri,Wright County,29,29229,2007,2104,24,0,24
Missouri,Wright County,29,29229,2008,2133,33,0,
Missouri,Wright County,29,29229,2009,2162,29,0,28
Missouri,Wright County,29,29229,2010,2191,38,0,37
Missouri,Wright County,29,29229,2011,2204,30,0,
Missouri,Wright County,29,29229,2012,2217,17,0,
Missouri,Wright County,29,29229,2013,2231,39,0,
Missouri,Wright County,29,29229,2014,2244,40,0,
Missouri,Wright County,29,29229,2015,2257,37,0,
Missouri,Wright County,29,29229,2016,2270,41,0,
Missouri,Wright County,29,29229,2017,2283,66,0,
Montana,Park County,30,30067,2003,2316,45,1,
Montana,Park County,30,30067,2004,2324,58,1,
Montana,Park County,30,30067,2005,2332,51,1,
Montana,Park County,30,30067,2006,2340,57,1,
Montana,Park County,30,30067,2007,2348,52,1,52
Montana,Park County,30,30067,2008,2356,50,1,
Montana,Park County,30,30067,2009,2364,37,1,
Montana,Park County,30,30067,2010,2372,41,1,
Montana,Park County,30,30067,2011,2425,47,1,
Montana,Park County,30,30067,2012,2478,34,1,
Montana,Park County,30,30067,2013,2531,35,1,
Montana,Park County,30,30067,2014,2583,23,1,23
Montana,Park County,30,30067,2015,2636,41,1,
Montana,Park County,30,30067,2016,2689,43,1,40
Montana,Park County,30,30067,2017,2742,33,1,31
Montana,Park County,30,30067,2018,2795,34,1,34
Nebraska,Adams County,31,31001,2000,4030,72,0,
Nebraska,Adams County,31,31001,2001,4031,78,0,77
Nebraska,Adams County,31,31001,2002,4032,85,0,
Nebraska,Adams County,31,31001,2003,4033,92,1,
Nebraska,Adams County,31,31001,2004,4034,78,1,
Nebraska,Adams County,31,31001,2005,4035,76,1,
Nebraska,Adams County,31,31001,2006,4036,79,1,
Nebraska,Adams County,31,31001,2007,4037,83,1,
Nebraska,Adams County,31,31001,2008,4038,54,1,
Nebraska,Adams County,31,31001,2009,4039,68,1,
Nebraska,Adams County,31,31001,2010,4040,59,1,
Nebraska,Adams County,31,31001,2011,4121,57,1,57
Nebraska,Adams County,31,31001,2012,4202,62,1,62
Nebraska,Adams County,31,31001,2013,4284,77,1,76
Nebraska,Adams County,31,31001,2014,4365,80,1,79
Nebraska,Adams County,31,31001,2015,4446,49,1,49
Nebraska,Adams County,31,31001,2016,4527,59,0,58
Nebraska,Antelope County,31,31003,2000,698,1,0,
Nebraska,Antelope County,31,31003,2001,696,4,0,4
Nebraska,Antelope County,31,31003,2002,695,3,0,
Nebraska,Antelope County,31,31003,2003,693,3,1,
Nebraska,Antelope County,31,31003,2004,692,2,1,
Nebraska,Antelope County,31,31003,2005,690,2,1,
Nebraska,Antelope County,31,31003,2006,688,1,1,1
Nebraska,Antelope County,31,31003,2007,687,1,1,1
Nebraska,Antelope County,31,31003,2008,685,0,1,
Nebraska,Antelope County,31,31003,2009,684,1,1,1
Nebraska,Antelope County,31,31003,2010,682,2,1,
Nebraska,Antelope County,31,31003,2011,690,2,1,
Nebraska,Antelope County,31,31003,2012,698,3,1,
Nebraska,Antelope County,31,31003,2013,706,7,1,
Nebraska,Antelope County,31,31003,2014,714,2,1,
Nebraska,Antelope County,31,31003,2015,722,2,1,2
Nebraska,Antelope County,31,31003,2016,730,2,0,2
Nebraska,Arthur County,31,31005,2000,68,0,0,0
Nebraska,Arthur County,31,31005,2001,67,0,0,0
Nebraska,Arthur County,31,31005,2002,66,0,0,0
Nebraska,Arthur County,31,31005,2003,66,0,1,
Nebraska,Arthur County,31,31005,2004,65,0,1,
Nebraska,Arthur County,31,31005,2005,64,0,1,
Nebraska,Arthur County,31,31005,2006,63,0,1,
Nebraska,Arthur County,31,31005,2007,62,0,1,
Nebraska,Arthur County,31,31005,2008,62,0,1,
Nebraska,Arthur County,31,31005,2009,61,0,1,
Nebraska,Arthur County,31,31005,2010,60,1,1,
Nebraska,Arthur County,31,31005,2011,61,0,1,
Nebraska,Arthur County,31,31005,2012,62,0,1,
Nebraska,Arthur County,31,31005,2013,64,0,1,
Nebraska,Arthur County,31,31005,2014,65,0,1,
Nebraska,Arthur County,31,31005,2015,66,0,1,
Nebraska,Arthur County,31,31005,2016,67,0,0,0
Nebraska,Banner County,31,31007,2000,110,0,0,0
Nebraska,Banner County,31,31007,2001,108,0,0,0
Nebraska,Banner County,31,31007,2002,107,0,0,0
Nebraska,Banner County,31,31007,2003,105,0,1,
Nebraska,Banner County,31,31007,2004,104,0,1,
Nebraska,Banner County,31,31007,2005,102,0,1,
Nebraska,Banner County,31,31007,2006,100,1,1,
Nebraska,Banner County,31,31007,2007,99,0,1,
Nebraska,Banner County,31,31007,2008,97,1,1,
Nebraska,Banner County,31,31007,2009,96,0,1,
Nebraska,Banner County,31,31007,2010,94,0,1,
Nebraska,Banner County,31,31007,2011,96,0,1,
Nebraska,Banner County,31,31007,2012,98,0,1,
Nebraska,Banner County,31,31007,2013,100,0,1,
Nebraska,Banner County,31,31007,2014,102,0,1,
Nebraska,Banner County,31,31007,2015,104,0,1,
Nebraska,Banner County,31,31007,2016,106,0,0,0
Nebraska,Blaine County,31,31009,2000,82,0,0,0
Nebraska,Blaine County,31,31009,2001,80,0,0,0
Nebraska,Blaine County,31,31009,2002,78,0,0,0
Nebraska,Blaine County,31,31009,2003,75,0,1,
Nebraska,Blaine County,31,31009,2004,73,0,1,
Nebraska,Blaine County,31,31009,2005,71,0,1,
Nebraska,Blaine County,31,31009,2006,69,0,1,
Nebraska,Blaine County,31,31009,2007,67,0,1,
Nebraska,Blaine County,31,31009,2008,64,1,1,
Nebraska,Blaine County,31,31009,2009,62,0,1,
Nebraska,Blaine County,31,31009,2010,60,0,1,
Nebraska,Blaine County,31,31009,2011,61,2,1,
Nebraska,Blaine County,31,31009,2012,62,0,1,
Nebraska,Blaine County,31,31009,2013,64,0,1,
Nebraska,Blaine County,31,31009,2014,65,0,1,
Nebraska,Blaine County,31,31009,2015,66,1,1,1
Nebraska,Blaine County,31,31009,2016,67,0,0,0
Nebraska,Boone County,31,31011,2000,610,1,0,
Nebraska,Boone County,31,31011,2001,607,4,0,
Nebraska,Boone County,31,31011,2002,605,1,0,
Nebraska,Boone County,31,31011,2003,602,2,1,2
Nebraska,Boone County,31,31011,2004,600,1,1,
Nebraska,Boone County,31,31011,2005,597,1,1,
Nebraska,Boone County,31,31011,2006,594,1,1,1
Nebraska,Boone County,31,31011,2007,592,3,1,
Nebraska,Boone County,31,31011,2008,589,5,1,
Nebraska,Boone County,31,31011,2009,587,1,1,
Nebraska,Boone County,31,31011,2010,584,5,1,
Nebraska,Boone County,31,31011,2011,592,3,1,
Nebraska,Boone County,31,31011,2012,600,1,1,1
Nebraska,Boone County,31,31011,2013,608,4,1,
Nebraska,Boone County,31,31011,2014,615,2,1,2
Nebraska,Boone County,31,31011,2015,623,2,1,2
Nebraska,Boone County,31,31011,2016,631,3,0,
Nebraska,Box Butte County,31,31013,2001,1428,20,0,
Nebraska,Box Butte County,31,31013,2002,1429,35,0,
Nebraska,Box Butte County,31,31013,2003,1430,20,1,
Nebraska,Box Butte County,31,31013,2004,1431,11,1,
Nebraska,Box Butte County,31,31013,2005,1432,13,1,
Nebraska,Box Butte County,31,31013,2006,1433,14,1,
Nebraska,Box Butte County,31,31013,2007,1434,17,1,
Nebraska,Box Butte County,31,31013,2008,1435,13,1,
Nebraska,Box Butte County,31,31013,2009,1436,15,1,
Nebraska,Box Butte County,31,31013,2010,1437,10,1,
Nebraska,Box Butte County,31,31013,2011,1465,22,1,
Nebraska,Box Butte County,31,31013,2012,1494,14,1,
Nebraska,Box Butte County,31,31013,2013,1522,31,1,
Nebraska,Box Butte County,31,31013,2014,1550,22,1,
Nebraska,Box Butte County,31,31013,2015,1579,24,1,
Nebraska,Box Butte County,31,31013,2016,1607,25,0,24
Nebraska,Boyd County,31,31015,2000,201,0,0,0
Nebraska,Boyd County,31,31015,2001,201,0,0,0
Nebraska,Boyd County,31,31015,2002,202,1,0,
Nebraska,Boyd County,31,31015,2003,202,0,1,
Nebraska,Boyd County,31,31015,2004,202,0,1,
Nebraska,Boyd County,31,31015,2005,203,0,1,
Nebraska,Boyd County,31,31015,2006,203,1,1,
Nebraska,Boyd County,31,31015,2007,203,0,1,
Nebraska,Boyd County,31,31015,2008,203,0,1,
Nebraska,Boyd County,31,31015,2009,204,0,1,
Nebraska,Boyd County,31,31015,2010,204,0,1,
Nebraska,Boyd County,31,31015,2011,207,0,1,
Nebraska,Boyd County,31,31015,2012,209,1,1,
Nebraska,Boyd County,31,31015,2013,212,0,1,
Nebraska,Boyd County,31,31015,2014,214,0,1,
Nebraska,Boyd County,31,31015,2015,217,0,1,
Nebraska,Boyd County,31,31015,2016,219,0,0,0
Nebraska,Brown County,31,31017,2000,395,1,0,
Nebraska,Brown County,31,31017,2001,395,1,0,
Nebraska,Brown County,31,31017,2002,394,3,0,
Nebraska,Brown County,31,31017,2003,394,1,1,
Nebraska,Brown County,31,31017,2004,393,0,1,
Nebraska,Brown County,31,31017,2005,393,4,1,
Nebraska,Brown County,31,31017,2006,393,0,1,
Nebraska,Brown County,31,31017,2007,392,0,1,
Nebraska,Brown County,31,31017,2008,392,1,1,
Nebraska,Brown County,31,31017,2009,391,2,1,
Nebraska,Brown County,31,31017,2010,391,2,1,
Nebraska,Brown County,31,31017,2011,392,1,1,
Nebraska,Brown County,31,31017,2012,392,3,1,
Nebraska,Brown County,31,31017,2013,393,3,1,
Nebraska,Brown County,31,31017,2014,394,0,1,
Nebraska,Brown County,31,31017,2015,394,1,1,1
Nebraska,Brown County,31,31017,2016,395,0,0,0
Nebraska,Buffalo County,31,31019,2000,5802,143,0,
Nebraska,Buffalo County,31,31019,2001,5883,140,0,
Nebraska,Buffalo County,31,31019,2002,5964,132,0,128
Nebraska,Buffalo County,31,31019,2003,6045,88,1,
Nebraska,Buffalo County,31,31019,2004,6126,107,1,
Nebraska,Buffalo County,31,31019,2005,6207,138,1,
Nebraska,Buffalo County,31,31019,2006,6288,157,1,155
Nebraska,Buffalo County,31,31019,2007,6369,171,1,
Nebraska,Buffalo County,31,31019,2008,6450,198,1,
Nebraska,Buffalo County,31,31019,2009,6531,165,1,
Nebraska,Buffalo County,31,31019,2010,6612,191,1,
Nebraska,Buffalo County,31,31019,2011,6786,144,1,135
Nebraska,Buffalo County,31,31019,2012,6960,172,1,146
Nebraska,Buffalo County,31,31019,2013,7134,213,1,184
Nebraska,Buffalo County,31,31019,2014,7308,221,1,187
Nebraska,Buffalo County,31,31019,2015,7482,200,1,185
Nebraska,Buffalo County,31,31019,2016,7656,213,0,188
Nebraska,Burt County,31,31021,2000,764,9,0,
Nebraska,Burt County,31,31021,2001,759,15,0,
Nebraska,Burt County,31,31021,2002,753,7,0,7
Nebraska,Burt County,31,31021,2003,748,8,1,
Nebraska,Burt County,31,31021,2004,742,5,1,5
Nebraska,Burt County,31,31021,2005,737,6,1,
Nebraska,Burt County,31,31021,2006,731,10,1,
Nebraska,Burt County,31,31021,2007,726,5,1,5
Nebraska,Burt County,31,31021,2008,720,6,1,
Nebraska,Burt County,31,31021,2009,715,4,1,
Nebraska,Burt County,31,31021,2010,709,8,1,
Nebraska,Burt County,31,31021,2011,720,7,1,7
Nebraska,Burt County,31,31021,2012,731,2,1,
Nebraska,Burt County,31,31021,2013,742,6,1,
Nebraska,Burt County,31,31021,2014,753,11,1,11
Nebraska,Burt County,31,31021,2015,764,6,1,6
Nebraska,Burt County,31,31021,2016,775,10,0,
Nebraska,Butler County,31,31023,2000,832,9,0,
Nebraska,Butler County,31,31023,2001,825,12,0,
Nebraska,Butler County,31,31023,2002,817,10,0,
Nebraska,Butler County,31,31023,2003,810,2,1,
Nebraska,Butler County,31,31023,2004,802,11,1,
Nebraska,Butler County,31,31023,2005,795,6,1,
Nebraska,Butler County,31,31023,2006,788,6,1,
Nebraska,Butler County,31,31023,2007,780,2,1,
Nebraska,Butler County,31,31023,2008,773,5,1,
Nebraska,Butler County,31,31023,2009,765,9,1,
Nebraska,Butler County,31,31023,2010,758,12,1,
Nebraska,Butler County,31,31023,2011,773,6,1,
Nebraska,Butler County,31,31023,2012,789,11,1,
Nebraska,Butler County,31,31023,2013,804,9,1,
Nebraska,Butler County,31,31023,2014,819,9,1,8
Nebraska,Butler County,31,31023,2015,835,11,1,
Nebraska,Butler County,31,31023,2016,850,6,0,
Nebraska,Cass County,31,31025,2000,1881,65,0,
Nebraska,Cass County,31,31025,2001,1879,109,0,
Nebraska,Cass County,31,31025,2002,1877,94,0,
Nebraska,Cass County,31,31025,2003,1874,111,1,
Nebraska,Cass County,31,31025,2004,1872,116,1,
Nebraska,Cass County,31,31025,2005,1870,120,1,
Nebraska,Cass County,31,31025,2006,1868,81,1,
Nebraska,Cass County,31,31025,2007,1866,90,1,
Nebraska,Cass County,31,31025,2008,1863,136,1,
Nebraska,Cass County,31,31025,2009,1861,99,1,
Nebraska,Cass County,31,31025,2010,1859,92,1,
Nebraska,Cass County,31,31025,2011,1906,92,1,
Nebraska,Cass County,31,31025,2012,1952,82,1,
Nebraska,Cass County,31,31025,2013,1999,86,1,
Nebraska,Cass County,31,31025,2014,2045,73,1,69
Nebraska,Cass County,31,31025,2015,2092,86,1,
Nebraska,Cass County,31,31025,2016,2138,111,0,
Nebraska,Cedar County,31,31027,2000,702,0,0,0
Nebraska,Cedar County,31,31027,2001,699,1,0,
Nebraska,Cedar County,31,31027,2002,696,1,0,1
Nebraska,Cedar County,31,31027,2003,693,3,1,
Nebraska,Cedar County,31,31027,2004,690,2,1,
Nebraska,Cedar County,31,31027,2005,687,3,1,
Nebraska,Cedar County,31,31027,2006,684,0,1,
Nebraska,Cedar County,31,31027,2007,681,1,1,
Nebraska,Cedar County,31,31027,2008,678,3,1,
Nebraska,Cedar County,31,31027,2009,675,2,1,
Nebraska,Cedar County,31,31027,2010,672,4,1,4
Nebraska,Cedar County,31,31027,2011,684,1,1,
Nebraska,Cedar County,31,31027,2012,696,1,1,1
Nebraska,Cedar County,31,31027,2013,708,1,1,
Nebraska,Cedar County,31,31027,2014,720,4,1,
Nebraska,Cedar County,31,31027,2015,732,6,1,
Nebraska,Cedar County,31,31027,2016,744,2,0,
Nebraska,Chase County,31,31029,2001,389,3,0,
Nebraska,Chase County,31,31029,2002,393,2,0,
Nebraska,Chase County,31,31029,2003,398,5,1,
Nebraska,Chase County,31,31029,2004,402,1,1,
Nebraska,Chase County,31,31029,2005,407,2,1,
Nebraska,Chase County,31,31029,2006,412,6,1,
Nebraska,Chase County,31,31029,2007,416,4,1,
Nebraska,Chase County,31,31029,2008,421,4,1,
Nebraska,Chase County,31,31029,2009,425,3,1,
Nebraska,Chase County,31,31029,2010,430,0,1,
Nebraska,Chase County,31,31029,2011,436,1,1,
Nebraska,Chase County,31,31029,2012,441,1,1,
Nebraska,Chase County,31,31029,2013,447,0,1,
Nebraska,Chase County,31,31029,2014,452,1,1,
Nebraska,Chase County,31,31029,2015,458,0,1,
Nebraska,Chase County,31,31029,2016,463,6,0,
Nebraska,Cherry County,31,31031,2000,944,2,0,
Nebraska,Cherry County,31,31031,2001,939,3,0,
Nebraska,Cherry County,31,31031,2002,934,5,0,
Nebraska,Cherry County,31,31031,2003,930,7,1,
Nebraska,Cherry County,31,31031,2004,925,1,1,
Nebraska,Cherry County,31,31031,2005,920,5,1,
Nebraska,Cherry County,31,31031,2006,915,12,1,
Nebraska,Cherry County,31,31031,2007,910,8,1,
Nebraska,Cherry County,31,31031,2008,906,2,1,
Nebraska,Cherry County,31,31031,2009,901,2,1,
Nebraska,Cherry County,31,31031,2010,896,6,1,
Nebraska,Cherry County,31,31031,2011,915,6,1,
Nebraska,Cherry County,31,31031,2012,933,6,1,
Nebraska,Cherry County,31,31031,2013,952,5,1,
Nebraska,Cherry County,31,31031,2014,970,9,1,
Nebraska,Cherry County,31,31031,2015,989,7,1,7
Nebraska,Cherry County,31,31031,2016,1007,5,0,
Nebraska,Cheyenne County,31,31033,2000,1109,1,0,
Nebraska,Cheyenne County,31,31033,2001,1126,21,0,
Nebraska,Cheyenne County,31,31033,2002,1144,9,0,
Nebraska,Cheyenne County,31,31033,2003,1161,12,1,
Nebraska,Cheyenne County,31,31033,2004,1179,8,1,
Nebraska,Cheyenne County,31,31033,2005,1196,20,1,
Nebraska,Cheyenne County,31,31033,2006,1213,13,1,
Nebraska,Cheyenne County,31,31033,2007,1231,17,1,
Nebraska,Cheyenne County,31,31033,2008,1248,11,1,
Nebraska,Cheyenne County,31,31033,2009,1266,15,1,
Nebraska,Cheyenne County,31,31033,2010,1283,15,1,
Nebraska,Cheyenne County,31,31033,2011,1310,18,1,
Nebraska,Cheyenne County,31,31033,2012,1338,16,1,
Nebraska,Cheyenne County,31,31033,2013,1365,10,1,
Nebraska,Cheyenne County,31,31033,2014,1392,22,1,
Nebraska,Cheyenne County,31,31033,2015,1420,21,1,
Nebraska,Cheyenne County,31,31033,2016,1447,28,0,
Nebraska,Clay County,31,31035,2000,611,7,0,
Nebraska,Clay County,31,31035,2001,610,5,0,5
Nebraska,Clay County,31,31035,2002,609,2,0,
Nebraska,Clay County,31,31035,2003,608,6,1,
Nebraska,Clay County,31,31035,2004,607,7,1,
Nebraska,Clay County,31,31035,2005,607,5,1,
Nebraska,Clay County,31,31035,2006,606,4,1,
Nebraska,Clay County,31,31035,2007,605,3,1,
Nebraska,Clay County,31,31035,2008,604,4,1,
Nebraska,Clay County,31,31035,2009,603,3,1,
Nebraska,Clay County,31,31035,2010,602,2,1,
Nebraska,Clay County,31,31035,2011,613,2,1,
Nebraska,Clay County,31,31035,2012,625,2,1,2
Nebraska,Clay County,31,31035,2013,636,6,1,6
Nebraska,Clay County,31,31035,2014,647,3,1,2
Nebraska,Clay County,31,31035,2015,659,8,1,8
Nebraska,Clay County,31,31035,2016,670,2,0,
Nebraska,Colfax County,31,31037,2000,913,4,0,
Nebraska,Colfax County,31,31037,2001,915,4,0,
Nebraska,Colfax County,31,31037,2002,917,13,0,
Nebraska,Colfax County,31,31037,2003,919,1,1,1
Nebraska,Colfax County,31,31037,2004,921,4,1,
Nebraska,Colfax County,31,31037,2005,923,11,1,11
Nebraska,Colfax County,31,31037,2006,924,12,1,
Nebraska,Colfax County,31,31037,2007,926,5,1,
Nebraska,Colfax County,31,31037,2008,928,11,1,
Nebraska,Colfax County,31,31037,2009,930,11,1,11
Nebraska,Colfax County,31,31037,2010,932,5,1,
Nebraska,Colfax County,31,31037,2011,949,11,1,
Nebraska,Colfax County,31,31037,2012,966,6,1,
Nebraska,Colfax County,31,31037,2013,983,5,1,5
Nebraska,Colfax County,31,31037,2014,999,4,1,4
Nebraska,Colfax County,31,31037,2015,1016,5,1,5
Nebraska,Colfax County,31,31037,2016,1033,5,0,
Nebraska,Cuming County,31,31039,2000,1129,2,0,
Nebraska,Cuming County,31,31039,2001,1125,5,0,
Nebraska,Cuming County,31,31039,2002,1121,2,0,
Nebraska,Cuming County,31,31039,2003,1118,4,1,4
Nebraska,Cuming County,31,31039,2004,1114,3,1,
Nebraska,Cuming County,31,31039,2005,1110,2,1,
