CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
8653978,2,1,N,M,21,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,1983,MERCEDES-BENZ,A,01,,,,-,-,2018
8577537,1,1,N,-,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2018
8577537,2,2,N,M,55,B,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2018
9435397,1,1,Y,M,32,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,A,01,,B,,-,-,2022
9435397,2,2,N,F,29,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2022
8617442,1,1,Y,M,42,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,C,2011,HONDA,A,01,,H,,-,-,2018
8617442,2,2,N,M,46,G,G,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2018
9258015,1,1,N,-,998,-,-,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,-,,JEEP,A,01,,,,-,-,2020
9258015,2,2,N,M,20,-,-,-,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,H,,-,-,2020
8778334,1,1,Y,M,56,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,M,2012,DODGE,A,08,,W,,-,-,2018
8778334,2,2,N,M,30,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,O,,-,-,2018
8851934,1,1,Y,M,51,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2018,NISSAN,A,01,,H,,-,-,2019
8851934,2,4,N,M,57,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
9449701,1,1,Y,F,29,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,R,2010,-,A,07,,B,,-,-,2022
9449701,2,2,N,M,53,H,H,-,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,N,60,,H,,-,-,2022
9490966,1,1,Y,-,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,07,,,,-,-,2022
9490966,2,2,N,M,54,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2022
8637842,1,1,Y,-,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2018
8637842,2,4,N,F,61,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8637842,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2008,TOYOTA,A,01,,,,-,-,2018
8754043,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2018
8754043,2,2,N,M,19,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2018
91167266,1,2,N,M,35,G,G,W,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,H,,-,-,2019
91167266,2,5,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,I,-,0,0,A,2016,CHEV,D,22,,,,-,-,2019
91167266,3,1,N,M,43,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,HYUNDAI,A,01,,B,,-,-,2019
8950165,1,1,Y,-,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,2005,TOYOTA,A,01,,,,-,-,2019
8950165,2,4,N,M,61,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
9382002,1,1,Y,-,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,D,22,,,,-,-,2021
9382002,2,2,N,F,51,G,G,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2021
8565933,1,1,Y,M,33,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2010,TOYOTA,A,01,,,,-,-,2018
8565933,2,2,N,F,51,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2018
8657668,1,1,Y,-,998,G,G,N,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,,HONDA,A,01,,,,-,-,2018
8657668,2,2,N,M,49,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,N,60,,B,,-,-,2018
8597723,1,1,Y,M,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,HONDA,A,01,,B,,-,-,2018
8597723,2,2,N,F,53,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2018
8599332,1,4,Y,M,49,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8599332,2,1,N,M,55,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2005,CHEVROLET,A,01,,A,,-,-,2018
8617465,1,1,Y,F,26,A,-,S,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,B,2003,HONDA,A,01,,B,,-,-,2018
8617465,2,2,N,M,81,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2018
9426458,1,4,Y,M,44,A,-,N,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2022
9426458,2,1,N,F,32,A,-,W,M,C,Y,-,-,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,W,,-,-,2022
8617515,1,1,Y,M,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,D,,TESLA,A,07,,A,,-,-,2018
8617515,2,2,N,M,54,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2018
8742966,1,4,Y,M,24,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8742966,2,1,N,F,23,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2009,HONDA,A,01,,W,,-,-,2018
8627751,1,4,Y,M,13,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8627751,2,1,N,M,34,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2010,FORD,F,26,,,,-,-,2018
8634083,1,1,Y,M,88,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2001,MERCEDES-BENZ,A,01,,W,,-,-,2018
8634083,2,2,N,F,16,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,,,-,-,2018
8634083,3,2,N,F,16,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2018
8634083,4,2,N,F,17,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2018
8647206,1,1,Y,-,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,M,,-,-,99,,,,-,-,2018
8647206,2,2,N,F,67,G,G,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2018
9026673,1,1,Y,-,998,G,G,W,N,B,,-,-,-,-,"- ",,,A,-,0,0,E,,-,A,01,,,,-,-,2019
9026673,2,2,N,F,70,A,-,N,-,-,O,-,-,-,-,"- ",,,M,-,0,1,B,,-,N,60,,W,,-,-,2019
8674920,1,1,Y,-,998,G,G,N,B,-,,-,-,-,,24,22450,A,A,-,0,0,D,,FORD,A,07,,,,-,-,2018
8674920,2,2,N,M,23,B,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2018
8690078,1,1,Y,M,73,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2001,BMW,A,01,,B,,-,-,2018
8690078,2,2,N,F,24,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2018
8690660,1,1,N,M,998,D,-,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,MAZDA,A,01,,W,,-,-,2018
8690660,2,4,N,M,55,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,L,04,,B,,-,-,2018
8695059,1,1,Y,M,61,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1995,LEXUS,A,01,,W,,-,-,2018
8695059,2,1,N,M,39,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2008,VOLKSWAGEN,A,01,,A,,-,-,2018
8695059,3,2,N,F,54,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2018
8706688,1,1,Y,M,49,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1999,TOYOTA,A,01,,A,,-,-,2018
8706688,2,2,N,M,37,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,O,,-,N,60,,A,,-,-,2018
8706688,3,3,N,-,998,-,,W,-,-,O,-,-,-,-,"- ",,,-,-,0,0,-,1978,HONDA,A,01,,,,-,-,2018
8706716,1,1,Y,F,27,A,-,S,M,G,Y,-,-,-,-,"- ",,,E,-,0,0,D,2014,TOYOTA,A,01,,,,-,-,2018
8706716,2,2,N,F,55,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2018
8830188,1,4,N,M,65,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8830188,2,1,N,M,60,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2013,CADILLAC,-,,,B,,-,-,2018
8731167,1,1,Y,M,26,A,-,E,M,G,,-,-,-,-,"- ",,,N,-,0,3,E,2001,GMC,D,22,,H,,-,-,2018
8731167,2,1,N,M,34,A,-,S,L,G,,-,-,-,-,"- ",,,N,-,0,2,B,2012,DODGE,A,01,,B,,-,-,2018
8731167,3,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,1988,CHEVROLET,D,22,,,,-,-,2018
8731167,4,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,1989,GMC,D,22,,,,-,-,2018
8731167,5,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2010,SCION,A,01,,,,-,-,2018
8731167,6,3,N,-,998,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2007,NISSAN,A,01,,,,-,-,2018
8731167,7,2,N,F,24,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2018
8733994,1,2,Y,M,48,G,G,N,-,-,O,-,-,-,-,"- ",,,M,-,0,1,B,,-,N,60,,B,,-,-,2018
8733994,2,1,N,M,33,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,AUDI,A,01,,H,,-,-,2018
8737341,1,4,Y,M,31,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2018
8737341,2,1,N,-,998,G,G,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,E,2000,CHEVROLET,A,01,,,,-,-,2018
8737449,1,5,Y,-,998,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,R,2017,TOYOTA,A,01,,,,-,-,2018
8737449,2,4,N,M,28,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2018
8741595,1,1,Y,-,998,G,G,W,P,B,,-,-,-,-,"- ",,,N,-,0,0,D,2017,HONDA,A,01,,,,-,-,2018
8741595,2,4,N,M,36,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,D,,-,L,04,,H,,-,-,2018
8742839,1,4,Y,M,63,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8742839,2,1,N,F,34,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,LEXUS,A,01,,B,,-,-,2018
8748443,1,1,Y,M,25,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2017,NISSAN,A,01,,W,,-,-,2018
8748443,2,2,N,F,57,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2018
8875005,1,4,Y,M,42,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,N,,-,L,04,,B,,-,-,2018
8875005,2,1,N,M,45,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2017,HONDA,A,01,,B,,-,-,2018
8695090,1,2,Y,M,21,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2018
8695090,2,1,N,M,55,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,HONDA,A,01,,A,,-,-,2018
8749347,1,1,Y,F,77,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2016,HYUNDAI,A,01,,A,,-,-,2018
8749347,2,2,N,F,47,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2018
8756232,1,1,Y,-,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,2002,HONDA,A,08,,,,-,-,2018
8756232,2,2,N,M,66,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2018
8756483,1,2,Y,M,58,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2018
8756483,2,1,N,M,50,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2014,HONDA,A,01,,A,,-,-,2018
8763823,1,1,Y,M,55,A,-,N,M,G,Y,-,-,-,-,"- ",,,A,N,0,0,D,2000,FORD,A,01,,W,,-,-,2018
8763823,2,4,N,M,20,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8719251,1,2,Y,M,3,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2018
8719251,2,1,N,M,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,2000,CHEVROLET,A,01,,B,,-,-,2018
8775629,1,2,Y,M,49,D,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2018
8775629,2,1,N,F,70,C,-,N,M,E,Y,-,-,-,-,"- ",,,N,-,0,0,B,2017,TOYOTA,A,01,,B,,-,-,2018
8778316,1,4,Y,M,47,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,M,,-,L,04,,B,,-,-,2018
8778316,2,1,N,-,998,G,G,W,N,B,N,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2018
8734631,1,4,Y,F,30,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2018
8734631,2,1,N,M,35,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2008,PETERBILT,F,27,,A,,-,G,2018
8779008,1,1,Y,F,44,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2008,CHEVROLET,A,01,,H,,-,-,2018
8779008,2,2,N,M,11,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2018
8860038,1,1,Y,M,22,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,1998,TOYOTA,A,01,,B,,-,-,2019
8860038,2,2,N,F,18,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8860070,1,4,N,M,25,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8860070,2,1,N,F,72,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2015,MERCEDES-BENZ,A,01,,B,,-,-,2019
8783862,1,1,Y,M,41,A,-,E,M,G,Y,-,3,-,-,"- ",,,E,-,0,0,B,2014,TOYOTA,F,26,,H,,-,-,2018
8783862,2,2,N,M,18,A,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,H,,-,-,2018
8785700,1,1,Y,M,24,A,-,S,M,H,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,HONDA,A,07,,B,,-,-,2018
8785700,2,2,N,M,41,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2018
8801135,1,1,Y,F,33,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2010,HONDA,A,01,,B,,-,-,2018
8801135,2,2,N,F,77,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,,,-,-,2018
8819950,1,4,Y,M,54,A,-,S,-,-,O,-,-,-,,39,21201,D,A,-,0,1,B,,-,L,04,,W,,-,-,2018
8819950,2,1,N,M,39,A,-,E,N,G,Y,-,3,-,-,"- ",,,A,-,0,0,D,2007,TOYOTA,A,01,,,,-,-,2018
8829680,1,4,Y,M,39,A,-,W,V,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8829680,2,1,N,M,48,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2013,DODGE,J,48,,H,,-,-,2019
8849593,1,1,Y,F,998,G,G,E,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,,CADILLAC,A,01,,B,,-,-,2019
8849593,2,2,N,F,27,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8717548,1,1,Y,M,60,-,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1998,TOYOTA,A,01,,A,,-,-,2018
8717548,2,2,N,F,34,H,H,E,-,-,O,-,3,-,-,"- ",,,-,-,0,1,-,,-,N,60,,W,,-,-,2018
8717572,1,2,Y,M,7,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2018
8717572,2,1,N,F,60,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2000,MERCEDES-BENZ,A,01,,B,,-,-,2018
8855309,1,1,Y,M,45,A,-,S,N,H,Y,-,3,-,-,"- ",,,E,-,0,0,R,,TOYOTA,M,44,,H,,-,-,2019
8855309,2,2,N,F,75,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,,,-,-,2019
8860034,1,1,Y,M,32,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2014,HYUNDAI,A,01,,H,,-,-,2019
8860034,2,2,N,M,74,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8864708,1,1,Y,M,998,G,G,W,-,B,N,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,B,,-,-,2019
8864708,2,4,N,M,23,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2019
8870861,1,1,N,M,34,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2013,RAM,A,01,,W,,-,-,2019
8870861,2,2,N,M,50,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,N,60,,B,,-,-,2019
8883768,1,1,Y,M,28,A,I,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,C,2018,TOYOTA,A,01,,B,,-,-,2019
8883768,2,2,N,F,33,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
8893266,1,1,Y,F,36,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2016,TOYOTA,A,07,,A,,-,-,2019
8893266,2,2,N,M,44,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
8894788,1,1,Y,M,55,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,P,2007,CHEVROLET,A,01,,B,,-,-,2019
8894788,2,4,N,M,34,A,-,E,P,W,O,-,-,-,-,"- ",,,N,-,0,1,B,,"MOTO GUZZI",L,04,,W,,-,-,2019
8897723,1,1,Y,M,33,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2002,TOYOTA,A,07,,A,,-,-,2019
8897723,2,2,N,F,23,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
8897723,3,2,N,M,6,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
8926960,1,1,Y,M,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,M,,-,A,01,,B,,-,-,2019
8926960,2,2,N,M,60,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,,,-,-,2019
8935298,1,1,Y,M,50,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2004,CHEVROLET,D,22,,H,,-,-,2019
8935298,2,2,N,F,45,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
8936200,1,2,N,F,14,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,N,60,,,,-,-,2019
8936200,2,1,N,M,18,H,H,E,M,B,Y,-,3,-,-,"- ",,,-,-,0,0,B,2011,TOYOTA,A,08,,,,-,-,2019
8941646,1,2,Y,M,18,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8941646,2,1,N,M,38,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2005,ACURA,A,01,,O,,-,-,2019
8942854,1,2,Y,M,45,D,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8942854,2,1,N,F,49,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2018,JEEP,A,01,,H,,-,-,2019
8947286,1,1,Y,F,29,A,-,N,M,G,Y,-,3,-,-,"- ",,,M,-,0,0,D,2008,FORD,A,01,,W,,-,-,2019
8947286,2,4,N,M,51,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8965415,1,1,Y,F,998,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,B,,-,-,2019
8965415,2,2,N,M,35,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8965544,1,1,Y,M,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8965544,2,2,N,F,51,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,Q,,-,N,60,,B,,-,-,2019
8966585,1,1,Y,F,28,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2012,HONDA,A,01,,A,,-,-,2019
8966585,2,2,N,M,52,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2019
8972173,1,2,Y,F,48,-,E,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2019
8972173,2,1,N,-,998,-,-,W,-,-,,-,-,-,-,"- ",,,-,-,0,0,B,,-,-,,,,,-,-,2019
8954078,1,1,Y,M,48,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2017,FREIGHTLINER,F,27,,O,,-,-,2019
8954078,2,2,N,F,47,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,,,-,-,2019
8991715,1,4,Y,M,21,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,D,,-,L,04,,A,,-,-,2019
8991715,2,1,N,M,72,A,-,S,M,B,Y,-,-,-,-,"- ",,,N,-,0,0,B,2015,NISSAN,A,01,,B,,-,-,2019
9004418,1,4,Y,M,26,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
9004418,2,1,N,M,53,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2001,PETERBILT,G,25,31,H,,-,-,2019
9004418,3,1,N,M,59,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2007,PETERBILT,F,27,,W,,-,-,2019
9043650,1,1,Y,M,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,,VOLKSWAGEN,A,01,,B,,-,-,2020
9043650,2,2,N,F,53,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2020
9013497,1,1,Y,M,75,A,-,W,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2015,TOYOTA,A,01,,,,-,-,2019
9013497,2,4,N,F,30,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2019
9017406,1,1,Y,-,998,G,G,W,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,,CADILLAC,A,08,,,,-,-,2020
9017406,2,4,N,M,56,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9043412,1,1,Y,-,998,G,G,S,-,-,,-,-,-,-,"- ",,,N,-,0,0,M,2013,TOYOTA,A,01,,,,-,-,2019
9043412,2,2,N,F,31,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
9014363,1,1,Y,F,47,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,D,2013,TOYOTA,A,01,,O,,-,-,2019
9014363,2,2,N,M,67,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
9017398,1,1,Y,M,71,H,H,E,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2013,NISSAN,A,01,,H,,-,-,2020
9017398,2,2,N,F,64,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2020
9070087,1,4,Y,M,43,A,-,S,-,-,,-,-,-,-,"- ",,,N,-,0,1,-,,-,L,04,,W,,-,-,2020
9070278,1,4,Y,M,34,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
