neighborhood,title,price,beds_sqft,pid,longitude,date,subregion,link,latitude
 (fremont / union city / newark),⋆❀SPECIALS*WHERE THE BBQ LOVERS GO! ❀ 510.794.8393,$1995,   / 2br - 1004ft² -    ,4076295876,,Sep 18 2013,East Bay,/eby/apa/4076295876.html,
 (albany / el cerrito),Spectacular House in El Cerritto Hills: $3100.,$3100,   / 3br -    ,4065146258,,Sep 18 2013,East Bay,/eby/apa/4065146258.html,
 (vallejo / benicia),"Wood Floors, Private deck, Dishwasher, Water & Garbage & Pkg. paid",$825,   / 1br -    ,4076213191,-122.244926,Sep 18 2013,East Bay,/eby/apa/4076213191.html,38.128981
 (fairfield / vacaville),"Join Our Wait List, Affordable Housing, Spacious, Near Vacaville HS",$922,   / 2br - 1065ft² -    ,4076240411,-121.979911,Sep 18 2013,East Bay,/eby/apa/4076240411.html,38.359433
 (oakland east),Upstairs Unit in San Leandro School District EXT 849,$1150,   / 2br -    ,4076223024,,Sep 18 2013,East Bay,/eby/apa/4076223024.html,
 (berkeley),Reduced Rent for Incredible Apartment !,$2699,   / 2br -    ,4065170467,,Sep 18 2013,East Bay,/eby/apa/4065170467.html,
 (berkeley north / hills),Pet Friendly Single Family Home with Backyard!,$3050,   / 2br - 800ft² -    ,4076224602,-122.290504,Sep 18 2013,East Bay,/eby/apa/4076224602.html,37.879763
 (albany / el cerrito),$3200/3bdr-Lovely BayArea home in the El Cerrito hills near schools ,$3200,   / 3br -    ,4061322082,,Sep 18 2013,East Bay,/eby/apa/4061322082.html,
 (fairfield / vacaville),"Join our Wait List, Near Outlets, Affordable Housing, Spacious",$850,   / 1br - 600ft² -    ,4076239026,-121.979911,Sep 18 2013,East Bay,/eby/apa/4076239026.html,38.359433
 (berkeley),LOCATION! Walking distance UC BERKELEY CAMPUS & MEMORIAL STADIUM ! ,$2795,   / 2br -    ,4070970477,,Sep 18 2013,East Bay,/eby/apa/4070970477.html,
 (hayward / castro valley),"Huge Renovated Kitchen, NEW Appliances, & More! Across From BART!",$1770,   / 1br - 925ft² -    ,4076221046,-122.055475,Sep 18 2013,East Bay,/eby/apa/4076221046.html,37.63625
 (berkeley),Need to get to school fast?,$2795,   / 2br -    ,4065195411,,Sep 18 2013,East Bay,/eby/apa/4065195411.html,
 (richmond / point / annex),Duplex Estilo Casita en Oakland,$1200,   / 2br -    ,4061326045,-122.170477,Sep 18 2013,East Bay,/eby/apa/4061326045.html,37.749728
" (Vallejo, Fairfield, Crockett)",*SPACIOUS AND CENTRALLY LOCATED! EASY FREEWAY ACCESS* (707) 643-1100,$1250,   / 2br - 870ft² -    ,4075933866,-122.241874,Sep 18 2013,East Bay,/eby/apa/4075933866.html,38.083062
 (oakland downtown),Bring Your Pets and Come On Home,$2727,   / 1br -    ,4076030341,-122.27558,Sep 18 2013,East Bay,/eby/apa/4076030341.html,37.805427
 (oakland east),Apartamento de 2 recamaras ,$1300,   / 2br -    ,4071629022,-122.162077,Sep 18 2013,East Bay,/eby/apa/4071629022.html,37.749728
 (walnut creek),WE HAVE THE KEY TO YOUR HOME!,$1725,   / 1br - 725ft² -    ,4076029074,,Sep 18 2013,East Bay,/eby/apa/4076029074.html,
 (oakland north / temescal),51st St. - Spacious & Centrally Located Studio in N. Oakland/Temescal,$995,      ,4076028571,-122.264713,Sep 18 2013,East Bay,/eby/apa/4076028571.html,37.837026
 (fremont / union city / newark),A Luxurious Oasis In The Heart of Fremont!,$2405,   / 2br - 1058ft² -    ,4075916635,,Sep 18 2013,East Bay,/eby/apa/4075916635.html,
 (concord / pleasant hill / martinez),"Ground Floor, Pet Friendly Home With New Laminate Flooring!",$1689,   / 1br - 539ft² -    ,4076054152,,Sep 18 2013,East Bay,/eby/apa/4076054152.html,
 (oakland east),Rente Casa en Oakland,$1500,   / 2br -    ,4076037625,-122.183777,Sep 18 2013,East Bay,/eby/apa/4076037625.html,37.763928
 (dublin / pleasanton / livermore),Lease this 3x2 today! Keys upon approval! Free September rent!,$3139,   / 3br - 1447ft² -    ,4076053833,-121.929874,Sep 18 2013,East Bay,/eby/apa/4076053833.html,37.701072
 (dublin / pleasanton / livermore),Prestigious Living for Less,$1657,   / 1br - 633ft² -    ,4076052532,-121.876059,Sep 18 2013,East Bay,/eby/apa/4076052532.html,37.688439
 (2624 Foothill Blvd & 27th Avenue ),Spacious & Gorgeous 1 Bdrm coming available October 10th! ,$895,   / 1br -    ,4075877742,-122.228634,Sep 18 2013,East Bay,/eby/apa/4075877742.html,37.784428
 (richmond / point / annex),"5103B Panama Ave, Richmond 94804 (xst-Columbia Blvd)",$775,   / 1br -    ,4064864161,-122.315668,Sep 18 2013,East Bay,/eby/apa/4064864161.html,37.90383
 (richmond / point / annex),"922 Carlson Blvd , Richmond CA  94804  (xst-S.43rd St.)  ",$950,   / 2br -    ,4056165081,-122.330004,Sep 18 2013,East Bay,/eby/apa/4056165081.html,37.919294
 (dublin / pleasanton / livermore),"Tracy-5 Bedroom, 3 Bathroom",$1950,   / 5br - 3000ft² -    ,4019356244,-121.4955,Sep 18 2013,East Bay,/eby/apa/4019356244.html,37.6567
 (dublin / pleasanton / livermore),"4 bedroom, 3 bathroom-TRACY",$1700,   / 4br -    ,4019354695,-121.42522,Sep 18 2013,East Bay,/eby/apa/4019354695.html,37.73965
 (pittsburg / antioch),"2 bedroom, 1 bathroom",$950,   / 2br -    ,4012607329,-121.887069,Sep 18 2013,East Bay,/eby/apa/4012607329.html,38.02222
 (vallejo / benicia),Benicia home,$1290,   / 2br - 950ft² -    ,4075956717,-122.149098,Sep 18 2013,East Bay,/eby/apa/4075956717.html,38.05305
 (emeryville),Studio located in resort like setting,$1350,      ,4075944143,,Sep 18 2013,East Bay,/eby/apa/4075944143.html,
 (fairfield / vacaville),Mid September Move in for a 2 Bedroom at Hidden Creek,$1325,   / 2br - 870ft² -    ,4075833539,,Sep 18 2013,East Bay,/eby/apa/4075833539.html,
 (fremont / union city / newark),The Comfort You Desire And The Space You Need!! ,$1679,   / 1br - 692ft² -    ,4075961353,-122.04286,Sep 18 2013,East Bay,/eby/apa/4075961353.html,37.576801
 (pittsburg / antioch),"Ground floor unit with upgrades 2 bed, 1 bath - SELECT 1 REALTY",$850,   / 2br - 900ft² -    ,4029557059,-121.813867,Sep 18 2013,East Bay,/eby/apa/4029557059.html,38.006823
 (pittsburg / antioch),"Upstaris unit, 2 bed 1 bath Antioch - SELECT 1 REALTY",$795,   / 2br - 900ft² -    ,4021723668,-121.8089,Sep 18 2013,East Bay,/eby/apa/4021723668.html,37.9939
 (vallejo / benicia),PRICE REDUCED! 3 bed 1.5 bath home in Vallejo,$1195,   / 3br - 1050ft² -    ,4036704885,-122.223988,Sep 18 2013,East Bay,/eby/apa/4036704885.html,38.093407
 (fairfield / vacaville),Beautiful 3/2 near Mankas Park ,$1650,   / 3br - 1724ft² -    ,4071530906,-122.060709,Sep 18 2013,East Bay,/eby/apa/4071530906.html,38.266398
 (vallejo / benicia),Newly renovated 1 bed 1 bath home in Vallejo!,$950,   / 1br - 1050ft² -    ,4036829865,-122.253076,Sep 18 2013,East Bay,/eby/apa/4036829865.html,38.110136
 (vallejo / benicia),EXTREME PRICE DROP!!! CALL TODAY FOR NEW PRICES!!,$1390,   / 2br - 1102ft² -    ,4076196957,,Sep 18 2013,East Bay,/eby/apa/4076196957.html,
 (vallejo / benicia),Charming 3 bed 1 bath home in Vallejo,$1395,   / 3br - 1373ft² -    ,4050392724,-122.259611,Sep 18 2013,East Bay,/eby/apa/4050392724.html,38.114661
 (fairfield / vacaville),2 bed 2 bath home with den/bonus room in Fairfield (Cordelia),$1875,   / 2br - 1434ft² -    ,4036806970,-122.139514,Sep 18 2013,East Bay,/eby/apa/4036806970.html,38.193748
 (fairfield / vacaville),3 bed 2 bath in Suisun City! ,$1250,   / 3br - 1138ft² -    ,4071532514,-121.995951,Sep 18 2013,East Bay,/eby/apa/4071532514.html,38.244004
 (oakland north / temescal),"Hardwood Floors, Garage parking, Temescal area",$1495,   / 1br -    ,4076190180,-122.264979,Sep 18 2013,East Bay,/eby/apa/4076190180.html,37.84136
 (dublin / pleasanton / livermore),Beautiful Single Family House 4Br/2+1ba ,$1900,   / 4br - 2400ft² -    ,4076189386,-121.5397,Sep 18 2013,East Bay,/eby/apa/4076189386.html,37.7695
 (pittsburg / antioch),Your New Home Awaits! Start The Process Today!,$895,   / 1br - 830ft² -    ,4076136199,,Sep 18 2013,East Bay,/eby/apa/4076136199.html,
 (vallejo / benicia),1715 Sonoma Blvd #212 ,$725,   / 580ft² -    ,4045907186,-122.254939,Sep 18 2013,East Bay,/eby/apa/4045907186.html,38.101241
 (vallejo / benicia),136 Platinum Court,$1800,   / 4br - 1736ft² -    ,4045908243,,Sep 18 2013,East Bay,/eby/apa/4045908243.html,
 (vallejo / benicia),488 Corcoran Ave #2*** Condo in North Vallejo,$925,   / 2br - 880ft² -    ,4056773137,-122.248139,Sep 18 2013,East Bay,/eby/apa/4056773137.html,38.148978
 (vallejo / benicia),635 Ohio St Apt C,$550,   / 1br -    ,4065573753,-122.25591,Sep 18 2013,East Bay,/eby/apa/4065573753.html,38.107053
 (vallejo / benicia),"221 Valley Oak Lane, Glen Cove",$1800,   / 4br - 1692ft² -    ,4065572167,-122.209655,Sep 18 2013,East Bay,/eby/apa/4065572167.html,38.082427
 (vallejo / benicia),514 Daniels Ave,$1450,   / 4br - 1702ft² -    ,4065564814,-122.268203,Sep 18 2013,East Bay,/eby/apa/4065564814.html,38.121978
 (vallejo / benicia),623 Pope Dr. Apt D***Spacious Apt. East Vallejo,$850,   / 1br -    ,4065292625,-122.208378,Sep 18 2013,East Bay,/eby/apa/4065292625.html,38.093454
 (vallejo / benicia),2 WEEKS FREE!***110 Alabama St,$810,   / 2br -    ,4063049721,-122.262937,Sep 18 2013,East Bay,/eby/apa/4063049721.html,38.109126
 (vallejo / benicia),488 Corcoran Ave #2*** Condo in North Vallejo,$925,   / 2br - 880ft² -    ,4056771686,-122.248139,Sep 18 2013,East Bay,/eby/apa/4056771686.html,38.148978
 (oakland east),"AFFORDABLE STUDIO UNIT IN OAKLAND,READY NOW!!",$700,      ,4075803599,,Sep 18 2013,East Bay,/eby/apa/4075803599.html,
 (fremont / union city / newark),Single Family Home in a Quiet Neighborhood Near Great Schools,$3000,   / 4br - 2139ft² -    ,4075836477,-122.082574,Sep 18 2013,East Bay,/eby/apa/4075836477.html,37.5828
 (brentwood / oakley),YOU CAN BUY NOW AFTER FORECLOSURE OR A SHORT SALE 1 YEAR PROGRAM,,     ,4035769522,,Sep 18 2013,East Bay,/eby/apa/4035769522.html,
 (oakland east),Great home with a big backyard and storage shed,$1699,   / 3br -    ,4071237794,-122.174477,Sep 18 2013,East Bay,/eby/apa/4071237794.html,37.730329
 (fremont / union city / newark),Fully Furnished Studio Suite Available Immediately,$1913,   / 1br -    ,4075789790,,Sep 18 2013,East Bay,/eby/apa/4075789790.html,
 (concord / pleasant hill / martinez),2 Bedroom 1.5 Bath Condo,$1250,   / 2br - 990ft² -    ,4075788018,-122.048216,Sep 18 2013,East Bay,/eby/apa/4075788018.html,37.998452
 (fremont / union city / newark),"Updated Single Family Home, 3 Bedrooms, 2 Bathrooms in Central Fremont",$2200,   / 3br - 1067ft² -    ,4075787171,-121.990986,Sep 18 2013,East Bay,/eby/apa/4075787171.html,37.527698
 (hayward / castro valley),Spacious 1 BR Apt. with Plush Carpeting & Walk-in Closets,$1923,   / 1br - 985ft² -    ,4075784925,-122.094752,Sep 18 2013,East Bay,/eby/apa/4075784925.html,37.659316
 (dublin / pleasanton / livermore),Luxury home Be the first Brand new You Valley Plaza,$1732,   / 1br - 783ft² -    ,4075758617,-121.876205,Sep 18 2013,East Bay,/eby/apa/4075758617.html,37.67653
 (dublin / pleasanton / livermore),Beautiful custom paint 4 BR immediate move in house,$2455,   / 4br -    ,4075677927,,Sep 18 2013,East Bay,/eby/apa/4075677927.html,
 (brentwood / oakley),FREE BRENTWOOD RENTAL LISTINGS www.925SOLDRENT.com,$1850,   / 3br -    ,4033960798,,Sep 18 2013,East Bay,/eby/apa/4033960798.html,
 (pittsburg / antioch),ANTIOCH/OAKLEY/BRENTWOOD AND MORE FREE LISTINGS,$1800,   / 3br -    ,4043946355,,Sep 18 2013,East Bay,/eby/apa/4043946355.html,
 (vallejo / benicia), Newly Remodeled 1Br/1Bth $1000,$990,   / 1br -    ,4056326010,-122.231984,Sep 18 2013,East Bay,/eby/apa/4056326010.html,38.095161
 (santa clara),Great Home In Wonderful Neighborhood Near Top Employers,$2895,   / 3br -    ,4045860216,-121.953,Sep 18 2013,South Bay,/sby/apa/4045860216.html,37.3492
 (santa clara),Large Corner Unit Santa Clara Apt. Good Location Close To Everything!!,$1575,   / 1br - 700ft² -    ,4063750534,-121.9673,Sep 18 2013,South Bay,/sby/apa/4063750534.html,37.342058
 (milpitas),3 bedroom 2 ba 2 car garage,$2550,   / 3br - 1300ft² -    ,4075454541,-121.877425,Sep 18 2013,South Bay,/sby/apa/4075454541.html,37.44105
 (mountain view),Spacious & Gorgeous Apartment in Mountain View Near Google & Stanford,$1650,   / 1br - 700ft² -    ,4048350987,-122.115774,Sep 18 2013,South Bay,/sby/apa/4048350987.html,37.40474
 (sunnyvale),Meticulously Remodeled 1b/1b Upstairs Unit Near Apple Campus,$1650,   / 1br - 650ft² -    ,4049005865,-122.040032,Sep 18 2013,South Bay,/sby/apa/4049005865.html,37.339826
 (willow glen / cambrian),Beautiful Willows 3b/2.5 Townhome Near Park on Rubino,$3150,   / 3br - 1700ft² -    ,4063746427,-121.875727,Sep 18 2013,South Bay,/sby/apa/4063746427.html,37.279459
 (san jose south),Beautiful House for Family,$2700,   / 3br - 1228ft² -    ,4071037806,-121.8187,Sep 18 2013,South Bay,/sby/apa/4071037806.html,37.344223
 (san jose west),"Wait list now open, Affordable, one bedroom @ Las Ventanas!",$1232,   / 1br - 664ft² -    ,4026722446,,Sep 18 2013,South Bay,/sby/apa/4026722446.html,
 (sunnyvale),An Unforgettable Living Experience at Heatherstone Apartments!,$2090,   / 1br - 700ft² -    ,4075450021,,Sep 18 2013,South Bay,/sby/apa/4075450021.html,
 (campbell),Pruneyard Campbell home for RENT,$2995,   / 3br -    ,4075120792,,Sep 18 2013,South Bay,/sby/apa/4075120792.html,
 (san jose west),New Stainless Steel Appliances /Washer/Dryer^^Balcony^^Fitness Center ,$1990,   / 2br - 922ft² -    ,4075105426,-121.9356,Sep 18 2013,South Bay,/sby/apa/4075105426.html,37.3163
 (sunnyvale),NEWLY REMODELRD HOME 4bed/3ba WITH GREAT SCHOOLS 94087,$3650,   / 4br - 2244ft² -    ,4075113996,-122.012927,Sep 18 2013,South Bay,/sby/apa/4075113996.html,37.342417
 (campbell),Stuido for RENT at Campbell,$1150,      ,4075110528,,Sep 18 2013,South Bay,/sby/apa/4075110528.html,
 (pittsburg / antioch),Cute & Cheap! 2 Bed/1 Bath Basement Apartment in Old Town Antioch,$875,   / 2br -    ,4076528001,-121.810167,Sep 18 2013,East Bay,/eby/apa/4076528001.html,38.014321
 (oakland hills / mills),Open 9/20@ 10:00 a.m.~Available 10/1 - Craftsman Bungalow Beauty 3/2,$2150,   / 3br -    ,4076526734,-122.191778,Sep 18 2013,East Bay,/eby/apa/4076526734.html,37.774328
 (oakland lake merritt / grand),"Going Fast! Marvelous Two Bedrooms Just $1,898",$1898,   / 2br -    ,4076525834,,Sep 18 2013,East Bay,/eby/apa/4076525834.html,
 (oakland east),Resident Manager for Renovated 18-Unit Apartment,$325,   / 1br -    ,4076515978,-122.228501,Sep 18 2013,East Bay,/eby/apa/4076515978.html,37.784854
 (san jose downtown),"Spacious Downstairs Apartment, Large Backyard, Tile Floors, Remodeled",$1995,   / 3br -    ,4074421172,,Sep 17 2013,South Bay,/sby/apa/4074421172.html,
 (campbell),MOVE-IN THIS WEEKEND!!!,$1699,   / 1br - 665ft² -    ,4074334640,,Sep 17 2013,South Bay,/sby/apa/4074334640.html,
 (santa clara),Great Fall Pricing Let's You Save For The New Year,$2009,   / 1br - 804ft² -    ,4074414975,-121.94792,Sep 17 2013,South Bay,/sby/apa/4074414975.html,37.393329
 (San Jose North),"If You Move Here, You Could Be Living in the BEST Apartments!",$2290,   / 2br - 1008ft² -    ,4069889662,,Sep 17 2013,South Bay,/sby/apa/4069889662.html,
 (walnut creek),Spacious Studio Apartment,$1245,   / 1br - 650ft² -    ,4076689728,,Sep 18 2013,East Bay,/eby/apa/4076689728.html,
 (concord / pleasant hill / martinez),Upper Level Pleasant Hill Condo,$1500,   / 2br - 801ft² -    ,4076672475,-122.071497,Sep 18 2013,East Bay,/eby/apa/4076672475.html,37.975991
 (oakland downtown),Luxury Awaits You.  Walk to Bart,$2727,   / 1br -    ,4076683192,-122.27518,Sep 18 2013,East Bay,/eby/apa/4076683192.html,37.806227
 (dublin / pleasanton / livermore),"$2110 / 3br - 1400ft; - 3-bedroom, two bath family condo next to BART ",$2110,   / 3br - 1400ft² -    ,4076664332,-121.89934,Sep 18 2013,East Bay,/eby/apa/4076664332.html,37.704484
 (fairfield / vacaville),"Spacious, Affordable, Fantastic & A Great Community!!!",$1000,   / 2br - 800ft² -    ,4076437333,,Sep 18 2013,East Bay,/eby/apa/4076437333.html,
 (fremont / union city / newark),Step right up and make your move.,$1730,   / 2br - 830ft² -    ,4076386506,-122.022177,Sep 18 2013,East Bay,/eby/apa/4076386506.html,37.585422
 (oakland hills / mills),"IMMACULATE 3 BR, 2 1/2 BA HOME IN OAKLAND HILLS ",,     ,4076173473,-122.177207,Sep 18 2013,East Bay,/eby/apa/4076173473.html,37.795364
 (pittsburg / antioch),Washer and Dryer Included In All Apartment Homes!,$1175,   / 1br - 642ft² -    ,4076435758,,Sep 18 2013,East Bay,/eby/apa/4076435758.html,
 (pittsburg / antioch),"2/2 Units available-includes business center, pool, spa, gym, tanning!",$1410,   / 2br - 998ft² -    ,4076434356,,Sep 18 2013,East Bay,/eby/apa/4076434356.html,
 (fairfield / vacaville),Do You Work at Cal Berkeley or UC Davis?? You Should Live Here!!!,$1499,   / 2br - 1063ft² -    ,4076417412,-122.012357,Sep 18 2013,East Bay,/eby/apa/4076417412.html,38.275976
 (oakland east),CONORTABLE FURNISHED STUDIO,$800,      ,4062774549,,Sep 18 2013,East Bay,/eby/apa/4062774549.html,
 (pittsburg / antioch),"Schedule a tour at Twin Creeks, call (925)778-5300",$1425,   / 2br - 998ft² -    ,4017367253,,Sep 18 2013,East Bay,/eby/apa/4017367253.html,
 (pittsburg / antioch),Washer and Dryer Included In All Apartment Homes!,$1140,   / 1br - 642ft² -    ,4049033299,,Sep 18 2013,East Bay,/eby/apa/4049033299.html,
 (fremont / union city / newark),Jr--mv in special price -see qualifications,$1205,   / 1br - 547ft² -    ,4056904941,-121.987783,Sep 18 2013,East Bay,/eby/apa/4056904941.html,37.554951
 (oakland hills / mills),2 BR 2 BA Remodeled Condo in Oakland Hills with Lots of Exciting Perks,$2300,   / 2br - 1100ft² -    ,4076308736,-122.14906,Sep 18 2013,East Bay,/eby/apa/4076308736.html,37.771356
 (fremont / union city / newark),Why Look Elsewhere? You'll Love Your New Home At Amber Court! ,$1679,   / 1br - 692ft² -    ,4076331685,-122.04286,Sep 18 2013,East Bay,/eby/apa/4076331685.html,37.576801
 (fremont / union city / newark),"Goodbye old apartment, Hello new apartment!",$1595,   / 754ft² -    ,4076331075,,Sep 18 2013,East Bay,/eby/apa/4076331075.html,
 (danville / san ramon),Adjacent to Plaza ,$1630,   / 1br - 734ft² -    ,4076330764,-121.975374,Sep 18 2013,East Bay,/eby/apa/4076330764.html,37.771351
 (san leandro),Call for Specials! - Make Us Your New Residence!,$962,      ,4064061924,,Sep 18 2013,East Bay,/eby/apa/4064061924.html,
 (brentwood / oakley),Beautiful Brentwood One story in excellent location,$2250,   / 5br - 2800ft² -    ,4076329409,-121.710512,Sep 18 2013,East Bay,/eby/apa/4076329409.html,37.920849
 (fremont / union city / newark),°✤✤✤ YOUR DREAM PLACE✤ 510.794.8393 ,$1500,   / 1br - 527ft² -    ,4076292497,,Sep 18 2013,East Bay,/eby/apa/4076292497.html,
 (fremont / union city / newark),"Make today your lucky day, come on over &  lease with us!",$2005,   / 2br - 1096ft² -    ,4076328102,,Sep 18 2013,East Bay,/eby/apa/4076328102.html,
 (richmond / point / annex),Recently remodeled 3bd/1bt SECTION * OK,$1756,   / 3br -    ,4076188282,-122.322963,Sep 18 2013,East Bay,/eby/apa/4076188282.html,37.926233
 (san leandro),Call for Specials! - Available Large Apartment Homes,$962,      ,4064066392,,Sep 18 2013,East Bay,/eby/apa/4064066392.html,
 (pittsburg / antioch),Your dream home for lease in Antioch,$2200,   / 4br - 2505ft² -    ,4076316547,-121.849301,Sep 18 2013,East Bay,/eby/apa/4076316547.html,37.983378
" (hercules, pinole, san pablo, el sob)",Affordable Condo For Rent in El Sobrante,$1800,   / 3br -    ,4076289569,,Sep 18 2013,East Bay,/eby/apa/4076289569.html,
 (fremont / union city / newark),2 br 1 bath in Parkmont Fremont,$1750,   / 2br - 900ft² -    ,4071125109,-121.9999,Sep 18 2013,East Bay,/eby/apa/4071125109.html,37.5605
 (albany / el cerrito),Great Albany House $2350,$2350,   / 2br -    ,4065101694,,Sep 18 2013,East Bay,/eby/apa/4065101694.html,
 (dublin / pleasanton / livermore),Two Bedroom One Bathroom with an Easy walk to Downtown Pleasanton,$1947,   / 2br -    ,4076207328,-121.885736,Sep 18 2013,East Bay,/eby/apa/4076207328.html,37.668111
 (fremont / union city / newark),Lots of space! 3x3!,$2385,   / 3br - 1369ft² -    ,4076159009,,Sep 18 2013,East Bay,/eby/apa/4076159009.html,
 (alameda),房屋出租 APTS 4 BEDROOMS 2 FULL BATH IN ALAMEDA CITY (al,$2800,   / 4br - 1560ft² -    ,4076234591,-122.27708,Sep 18 2013,East Bay,/eby/apa/4076234591.html,37.776638
 (fremont / union city / newark),Spacious 1 Bedroom Apartment in Downtown Fremont,$1545,   / 1br - 682ft² -    ,4076173401,-121.990326,Sep 18 2013,East Bay,/eby/apa/4076173401.html,37.546255
 (oakland west),Beautiful 3bd/2ba condo,$2500,   / 3br - 1400ft² -    ,4076212745,-122.295894,Sep 18 2013,East Bay,/eby/apa/4076212745.html,37.809541
 (walnut creek),*Huge & Unique*Executive Studio*New Interior@Retreat,$1948,   / 796ft² -    ,4067967053,,Sep 18 2013,East Bay,/eby/apa/4067967053.html,
 (fairfield / vacaville),My boss cuts off a finger if I knock $100 off. Call me 1-finger Teresa,$1499,   / 2br - 1063ft² -    ,4076231865,-122.012357,Sep 18 2013,East Bay,/eby/apa/4076231865.html,38.275976
 (walnut creek),Beautiful Walnut Creek Home!,$1500,      ,4065692401,,Sep 18 2013,East Bay,/eby/apa/4065692401.html,
 (pittsburg / antioch),Nice Antioch Home!,$1400,      ,4065650762,,Sep 18 2013,East Bay,/eby/apa/4065650762.html,
 (oakland east),NICE 2 BEDROOM 1 BATH APARTMENT WITH GARAGE COME SEE IT TODAY*********,$1100,   / 2br -    ,4075953718,-122.165036,Sep 18 2013,East Bay,/eby/apa/4075953718.html,37.754387
 (vallejo / benicia),Newly Renovated Duplex for Rent $1200/month,$1150,   / 2br - 1000ft² -    ,4076049942,,Sep 18 2013,East Bay,/eby/apa/4076049942.html,
 (danville / san ramon),Duplex*Garage*3 Bed 2 Ba*Washer/Dryer*Gardener*Backyard*,$2395,   / 3br - 1350ft² -    ,4071267482,-121.981866,Sep 18 2013,East Bay,/eby/apa/4071267482.html,37.791486
" (hercules, pinole, san pablo, el sob)",Luxury Rental in El Sobrante,$3200,   / 4br - 2590ft² -    ,4076046807,,Sep 18 2013,East Bay,/eby/apa/4076046807.html,
 (hayward / castro valley),Park Like Setting.,$1260,   / 1br - 828ft² -    ,4076005581,,Sep 18 2013,East Bay,/eby/apa/4076005581.html,
 (danville / san ramon),You deserve a luxury apartment! Come home to Canyon Oaks!,$2027,   / 2br - 1052ft² -    ,4076045303,,Sep 18 2013,East Bay,/eby/apa/4076045303.html,
 (oakland east),Beautiful and spacious one bedroom apartment,$1000,   / 1br -    ,4034971602,-122.25,Sep 18 2013,East Bay,/eby/apa/4034971602.html,37.5
 (oakland east),Spacious one bedroom with one bath aparment,$1000,   / 1br -    ,4056798796,,Sep 18 2013,East Bay,/eby/apa/4056798796.html,
 (oakland east),Charming Studio OPEN HOUSE Wednesday 5-7PM! (pics),$695,      ,4063383916,,Sep 18 2013,East Bay,/eby/apa/4063383916.html,
 (brentwood / oakley),Absolute Luxury in this 1BR/1BA in Antioch!,$1384,   / 1br - 850ft² -    ,4075943734,,Sep 18 2013,East Bay,/eby/apa/4075943734.html,
 (alameda),"1211 Paru St. - HUGE, REMODELED, GARDEN-LEVEL UNIT - Pet-friendly, too",$1725,   / 2br -    ,4076024511,,Sep 18 2013,East Bay,/eby/apa/4076024511.html,
 (walnut creek),"Quaint, suitable, 2 bedroom 2bath in Downtown Walnut Creek  ",$2495,   / 2br - 970ft² -    ,4075958397,-122.06466,Sep 18 2013,East Bay,/eby/apa/4075958397.html,37.894677
 (lafayette / orinda / moraga),"Not To Be Missed! 2 BR 2 BA,",$2120,   / 2br - 1100ft² -    ,4075958214,-122.1029,Sep 18 2013,East Bay,/eby/apa/4075958214.html,37.894979
 (pittsburg / antioch),"Very nice, large 5+Bedroom, 3 bath home in Antioch - SELECT 1 REALTY",$2000,   / 5br - 3400ft² -    ,4021722521,-121.8089,Sep 18 2013,East Bay,/eby/apa/4021722521.html,37.9939
 (vallejo / benicia),BEAUTIFUL VALLEJO HOUSE,$2095,   / 4br -    ,4075894444,,Sep 18 2013,East Bay,/eby/apa/4075894444.html,
 (fremont / union city / newark),"Beautiful Single Family Home, 6-9 month lease only",$3250,   / 5br - 2600ft² -    ,4056233066,-122.009204,Sep 18 2013,East Bay,/eby/apa/4056233066.html,37.595223
 (pittsburg / antioch),Newly Redone and Fresh Painted 2 Bed/2 Bath Apartment with a Bonus roo,$1100,   / 2br -    ,4075904586,-121.815277,Sep 18 2013,East Bay,/eby/apa/4075904586.html,38.012821
 (pittsburg / antioch),The Most Beautiful Community In The Area! Spacious Units Coming Soon!,$875,   / 1br - 830ft² -    ,4075807781,,Sep 18 2013,East Bay,/eby/apa/4075807781.html,
 (fremont / union city / newark),连体别墅出租 townhouse for rent$1500&#128077,$1500,   / 2br - 1000ft² -    ,4075932684,-122.018864,Sep 18 2013,East Bay,/eby/apa/4075932684.html,37.554292
 (oakland lake merritt / grand),Spacious apartment near Lake Merritt,$1800,   / 2br -    ,4075947657,-122.24818,Sep 18 2013,East Bay,/eby/apa/4075947657.html,37.806027
 (pittsburg / antioch),"Spacious 4 bedroom, 3 bath, 3 car garage!",$1975,   / 4br - 2169ft² -    ,4076186694,-121.753714,Sep 18 2013,East Bay,/eby/apa/4076186694.html,37.970276
 (fremont / union city / newark),Spacious 2 Bed 1 Bath in Downtown Fremont,$1845,   / 2br - 846ft² -    ,4076186571,-121.990326,Sep 18 2013,East Bay,/eby/apa/4076186571.html,37.546255
 (brentwood / oakley),FREE BRENTWOOD RENTAL LISTINGS WWW.925SOLDRENT.COM,$1850,   / 3br -    ,4076148015,,Sep 18 2013,East Bay,/eby/apa/4076148015.html,
 (vallejo / benicia),Lease Today washer and dryer!! First floor and pool view!!,$1790,   / 3br - 1234ft² -    ,4076156032,,Sep 18 2013,East Bay,/eby/apa/4076156032.html,
 (lafayette / orinda / moraga),4BR/4BTH Home - ORINDA - 6 to 9 mo lease,$4450,   / 4br - 3300ft² -    ,4076161562,-122.182377,Sep 18 2013,East Bay,/eby/apa/4076161562.html,37.893524
